record_id,operation_date,site_id,site_name,business_unit,site_type,country,throughput_value,throughput_unit,throughput_target,uptime_pct,energy_consumed_mwh,emissions_tco2e,outage_flag,latitude,longitude
455,2026-02-01,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,30.04,kbbl/d,28.0,99.81,92.6,14.05,0,5.45,104.2
456,2026-02-02,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.48,kbbl/d,28.0,96.49,109.4,11.66,0,5.45,104.2
457,2026-02-03,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.52,kbbl/d,28.0,97.29,101.4,12.5,0,5.45,104.2
458,2026-02-04,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.68,kbbl/d,28.0,92.27,100.6,11.41,0,5.45,104.2
459,2026-02-05,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.78,kbbl/d,28.0,96.23,115.0,13.24,0,5.45,104.2
460,2026-02-06,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.4,kbbl/d,28.0,94.61,97.0,11.92,0,5.45,104.2
461,2026-02-07,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.61,kbbl/d,28.0,98.16,114.8,11.48,0,5.45,104.2
462,2026-02-08,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.7,kbbl/d,28.0,92.53,95.8,12.71,0,5.45,104.2
463,2026-02-09,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.15,kbbl/d,28.0,97.92,104.2,13.48,0,5.45,104.2
464,2026-02-10,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.96,kbbl/d,28.0,98.58,102.3,11.03,0,5.45,104.2
465,2026-02-11,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.22,kbbl/d,28.0,94.51,89.8,12.87,0,5.45,104.2
466,2026-02-12,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.33,kbbl/d,28.0,97.82,92.7,11.89,0,5.45,104.2
467,2026-02-13,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.86,kbbl/d,28.0,98.3,94.5,12.26,0,5.45,104.2
468,2026-02-14,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.12,kbbl/d,28.0,95.65,66.6,10.82,0,5.45,104.2
469,2026-02-15,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.04,kbbl/d,28.0,96.59,79.3,14.22,0,5.45,104.2
470,2026-02-16,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.91,kbbl/d,28.0,97.1,89.8,11.6,0,5.45,104.2
471,2026-02-17,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.88,kbbl/d,28.0,100.0,90.6,12.48,0,5.45,104.2
472,2026-02-18,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.66,kbbl/d,28.0,100.0,110.5,12.03,0,5.45,104.2
473,2026-02-19,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.85,kbbl/d,28.0,100.0,76.5,11.26,0,5.45,104.2
474,2026-02-20,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.55,kbbl/d,28.0,99.9,79.0,12.75,0,5.45,104.2
475,2026-02-21,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.29,kbbl/d,28.0,97.68,94.3,10.69,0,5.45,104.2
476,2026-02-22,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.39,kbbl/d,28.0,95.16,101.7,12.13,0,5.45,104.2
477,2026-02-23,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.22,kbbl/d,28.0,100.0,111.3,11.06,0,5.45,104.2
478,2026-02-24,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.52,kbbl/d,28.0,96.27,101.4,13.19,0,5.45,104.2
479,2026-02-25,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.12,kbbl/d,28.0,98.66,103.3,12.27,0,5.45,104.2
480,2026-02-26,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.41,kbbl/d,28.0,94.76,84.8,12.62,0,5.45,104.2
481,2026-02-27,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.06,kbbl/d,28.0,95.07,68.6,10.84,0,5.45,104.2
482,2026-02-28,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.83,kbbl/d,28.0,97.11,74.5,11.79,0,5.45,104.2
483,2026-03-01,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.28,kbbl/d,28.0,95.35,106.0,12.63,0,5.45,104.2
484,2026-03-02,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.18,kbbl/d,28.0,95.42,78.8,11.22,0,5.45,104.2
485,2026-03-03,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.59,kbbl/d,28.0,97.17,67.0,11.1,0,5.45,104.2
486,2026-03-04,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.98,kbbl/d,28.0,100.0,108.3,12.38,0,5.45,104.2
487,2026-03-05,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.25,kbbl/d,28.0,97.48,72.6,11.11,0,5.45,104.2
488,2026-03-06,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.5,kbbl/d,28.0,97.62,78.0,12.27,0,5.45,104.2
489,2026-03-07,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.19,kbbl/d,28.0,100.0,105.1,12.12,0,5.45,104.2
490,2026-03-08,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.1,kbbl/d,28.0,98.88,112.3,11.08,0,5.45,104.2
491,2026-03-09,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.39,kbbl/d,28.0,93.55,118.2,10.93,0,5.45,104.2
492,2026-03-10,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.68,kbbl/d,28.0,98.17,100.9,12.95,0,5.45,104.2
493,2026-03-11,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.63,kbbl/d,28.0,96.05,119.5,12.64,0,5.45,104.2
494,2026-03-12,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.16,kbbl/d,28.0,99.39,106.5,12.55,0,5.45,104.2
495,2026-03-13,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.08,kbbl/d,28.0,95.06,73.1,10.62,0,5.45,104.2
496,2026-03-14,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.31,kbbl/d,28.0,96.95,86.0,12.79,0,5.45,104.2
497,2026-03-15,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.9,kbbl/d,28.0,99.79,113.4,13.28,0,5.45,104.2
498,2026-03-16,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.28,kbbl/d,28.0,100.0,127.0,14.47,0,5.45,104.2
499,2026-03-17,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.33,kbbl/d,28.0,100.0,111.4,11.26,0,5.45,104.2
500,2026-03-18,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.79,kbbl/d,28.0,100.0,100.2,13.16,0,5.45,104.2
501,2026-03-19,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.07,kbbl/d,28.0,94.42,88.7,12.05,0,5.45,104.2
502,2026-03-20,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.01,kbbl/d,28.0,100.0,118.1,11.84,0,5.45,104.2
503,2026-03-21,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.17,kbbl/d,28.0,99.81,68.1,12.9,0,5.45,104.2
504,2026-03-22,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.11,kbbl/d,28.0,97.82,90.4,11.54,0,5.45,104.2
505,2026-03-23,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.51,kbbl/d,28.0,95.4,85.7,10.82,0,5.45,104.2
506,2026-03-24,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.13,kbbl/d,28.0,99.22,102.2,12.62,0,5.45,104.2
507,2026-03-25,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.71,kbbl/d,28.0,96.15,72.0,11.47,0,5.45,104.2
508,2026-03-26,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.69,kbbl/d,28.0,96.9,97.0,11.62,0,5.45,104.2
509,2026-03-27,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.26,kbbl/d,28.0,98.47,101.8,10.95,0,5.45,104.2
510,2026-03-28,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.99,kbbl/d,28.0,100.0,102.8,11.54,0,5.45,104.2
511,2026-03-29,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.81,kbbl/d,28.0,100.0,84.4,13.14,0,5.45,104.2
512,2026-03-30,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.0,kbbl/d,28.0,97.58,109.4,11.34,0,5.45,104.2
513,2026-03-31,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.41,kbbl/d,28.0,96.41,75.0,11.85,0,5.45,104.2
514,2026-04-01,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,12.28,kbbl/d,28.0,41.74,55.0,5.44,1,5.45,104.2
515,2026-04-02,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.03,kbbl/d,28.0,100.0,78.5,12.58,0,5.45,104.2
516,2026-04-03,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.17,kbbl/d,28.0,99.21,105.9,12.37,0,5.45,104.2
517,2026-04-04,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.01,kbbl/d,28.0,99.54,70.5,12.98,0,5.45,104.2
518,2026-04-05,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.44,kbbl/d,28.0,98.09,106.8,11.91,0,5.45,104.2
519,2026-04-06,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.16,kbbl/d,28.0,96.22,68.0,11.89,0,5.45,104.2
520,2026-04-07,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.72,kbbl/d,28.0,93.58,113.8,11.14,0,5.45,104.2
521,2026-04-08,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.67,kbbl/d,28.0,97.97,102.4,12.72,0,5.45,104.2
522,2026-04-09,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.62,kbbl/d,28.0,99.18,120.1,13.29,0,5.45,104.2
523,2026-04-10,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.71,kbbl/d,28.0,95.18,85.7,11.36,0,5.45,104.2
524,2026-04-11,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,29.38,kbbl/d,28.0,97.82,102.5,12.2,0,5.45,104.2
525,2026-04-12,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.81,kbbl/d,28.0,95.6,128.9,14.09,0,5.45,104.2
526,2026-04-13,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.56,kbbl/d,28.0,96.44,103.9,12.51,0,5.45,104.2
527,2026-04-14,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.82,kbbl/d,28.0,98.65,73.0,11.85,0,5.45,104.2
528,2026-04-15,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,23.85,kbbl/d,28.0,91.95,62.5,11.35,0,5.45,104.2
529,2026-04-16,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.55,kbbl/d,28.0,96.11,103.6,10.95,0,5.45,104.2
530,2026-04-17,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.38,kbbl/d,28.0,96.02,83.6,11.85,0,5.45,104.2
531,2026-04-18,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.01,kbbl/d,28.0,99.47,91.9,12.94,0,5.45,104.2
532,2026-04-19,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.81,kbbl/d,28.0,100.0,75.8,13.48,0,5.45,104.2
533,2026-04-20,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.79,kbbl/d,28.0,98.64,86.9,11.5,0,5.45,104.2
534,2026-04-21,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.45,kbbl/d,28.0,97.44,105.4,12.48,0,5.45,104.2
535,2026-04-22,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.73,kbbl/d,28.0,97.13,113.4,11.63,0,5.45,104.2
536,2026-04-23,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.36,kbbl/d,28.0,94.4,77.5,11.39,0,5.45,104.2
537,2026-04-24,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.5,kbbl/d,28.0,97.54,72.9,13.61,0,5.45,104.2
538,2026-04-25,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.05,kbbl/d,28.0,100.0,102.2,11.9,0,5.45,104.2
539,2026-04-26,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,26.84,kbbl/d,28.0,95.88,97.5,11.76,0,5.45,104.2
540,2026-04-27,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.91,kbbl/d,28.0,98.81,94.5,12.18,0,5.45,104.2
541,2026-04-28,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,28.86,kbbl/d,28.0,97.4,86.3,12.91,0,5.45,104.2
542,2026-04-29,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,25.93,kbbl/d,28.0,98.11,113.1,12.5,0,5.45,104.2
543,2026-04-30,UP-PMOC-3,PMO Cluster 3,Upstream,Offshore Platform,Malaysia,27.64,kbbl/d,28.0,100.0,86.9,12.23,0,5.45,104.2
544,2025-11-01,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.62,kbbl/d,12.0,94.93,34.5,3.19,0,4.2,113.99
545,2025-11-02,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.79,kbbl/d,12.0,98.98,56.4,3.51,0,4.2,113.99
546,2025-11-03,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.58,kbbl/d,12.0,100.0,48.5,3.35,0,4.2,113.99
547,2025-11-04,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.97,kbbl/d,12.0,98.71,37.2,3.68,0,4.2,113.99
548,2025-11-05,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.83,kbbl/d,12.0,97.13,41.2,3.74,0,4.2,113.99
549,2025-11-06,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.51,kbbl/d,12.0,100.0,28.9,3.39,0,4.2,113.99
550,2025-11-07,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.07,kbbl/d,12.0,94.57,46.3,3.57,0,4.2,113.99
551,2025-11-08,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.67,kbbl/d,12.0,100.0,50.1,3.5,0,4.2,113.99
552,2025-11-09,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.16,kbbl/d,12.0,97.08,38.9,3.05,0,4.2,113.99
553,2025-11-10,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.4,kbbl/d,12.0,96.78,53.3,3.73,0,4.2,113.99
554,2025-11-11,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.28,kbbl/d,12.0,95.97,50.2,3.1,0,4.2,113.99
555,2025-11-12,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.18,kbbl/d,12.0,100.0,40.6,3.31,0,4.2,113.99
556,2025-11-13,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.49,kbbl/d,12.0,100.0,34.7,3.32,0,4.2,113.99
557,2025-11-14,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.16,kbbl/d,12.0,95.8,34.0,3.06,0,4.2,113.99
558,2025-11-15,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.68,kbbl/d,12.0,93.16,42.9,3.26,0,4.2,113.99
559,2025-11-16,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.41,kbbl/d,12.0,94.55,50.5,3.22,0,4.2,113.99
560,2025-11-17,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.27,kbbl/d,12.0,97.58,30.9,3.15,0,4.2,113.99
561,2025-11-18,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.99,kbbl/d,12.0,98.83,45.8,3.18,0,4.2,113.99
562,2025-11-19,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.78,kbbl/d,12.0,93.62,34.6,3.24,0,4.2,113.99
563,2025-11-20,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.72,kbbl/d,12.0,96.55,35.5,3.19,0,4.2,113.99
564,2025-11-21,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.52,kbbl/d,12.0,100.0,39.4,3.67,0,4.2,113.99
565,2025-11-22,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.93,kbbl/d,12.0,100.0,35.7,4.13,0,4.2,113.99
566,2025-11-23,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.93,kbbl/d,12.0,97.4,45.2,3.64,0,4.2,113.99
567,2025-11-24,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.86,kbbl/d,12.0,97.24,46.8,3.22,0,4.2,113.99
568,2025-11-25,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.34,kbbl/d,12.0,96.56,51.3,3.58,0,4.2,113.99
569,2025-11-26,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.6,kbbl/d,12.0,95.57,48.1,3.41,0,4.2,113.99
570,2025-11-27,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.03,kbbl/d,12.0,97.41,34.2,3.4,0,4.2,113.99
571,2025-11-28,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.67,kbbl/d,12.0,96.08,39.9,3.04,0,4.2,113.99
572,2025-11-29,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.83,kbbl/d,12.0,100.0,42.6,3.24,0,4.2,113.99
573,2025-11-30,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.5,kbbl/d,12.0,98.13,44.4,3.85,0,4.2,113.99
574,2025-12-01,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.35,kbbl/d,12.0,98.31,55.3,3.91,0,4.2,113.99
575,2025-12-02,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.06,kbbl/d,12.0,94.28,42.3,3.54,0,4.2,113.99
576,2025-12-03,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.21,kbbl/d,12.0,96.25,32.9,3.63,0,4.2,113.99
577,2025-12-04,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.06,kbbl/d,12.0,100.0,48.6,3.98,0,4.2,113.99
578,2025-12-05,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.21,kbbl/d,12.0,99.82,42.8,3.21,0,4.2,113.99
579,2025-12-06,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.67,kbbl/d,12.0,97.78,37.2,4.06,0,4.2,113.99
580,2025-12-07,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.33,kbbl/d,12.0,96.62,47.3,3.63,0,4.2,113.99
581,2025-12-08,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.54,kbbl/d,12.0,93.26,49.9,3.14,0,4.2,113.99
582,2025-12-09,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.16,kbbl/d,12.0,94.56,44.1,3.69,0,4.2,113.99
583,2025-12-10,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.99,kbbl/d,12.0,100.0,37.4,3.59,0,4.2,113.99
584,2025-12-11,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.1,kbbl/d,12.0,96.65,32.6,3.35,0,4.2,113.99
585,2025-12-12,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,6.29,kbbl/d,12.0,55.07,17.4,1.97,1,4.2,113.99
586,2025-12-13,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.89,kbbl/d,12.0,98.28,40.0,3.54,0,4.2,113.99
587,2025-12-14,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.06,kbbl/d,12.0,95.21,50.9,3.95,0,4.2,113.99
588,2025-12-15,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.16,kbbl/d,12.0,99.39,34.6,3.1,0,4.2,113.99
589,2025-12-16,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.37,kbbl/d,12.0,96.15,50.5,4.05,0,4.2,113.99
590,2025-12-17,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.37,kbbl/d,12.0,100.0,53.9,3.92,0,4.2,113.99
591,2025-12-18,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.17,kbbl/d,12.0,100.0,34.7,3.51,0,4.2,113.99
592,2025-12-19,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.84,kbbl/d,12.0,99.86,56.5,3.77,0,4.2,113.99
593,2025-12-20,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.89,kbbl/d,12.0,99.94,33.1,3.95,0,4.2,113.99
594,2025-12-21,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.98,kbbl/d,12.0,98.77,52.4,3.34,0,4.2,113.99
595,2025-12-22,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.12,kbbl/d,12.0,96.68,49.6,3.11,0,4.2,113.99
596,2025-12-23,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.27,kbbl/d,12.0,100.0,52.4,3.64,0,4.2,113.99
597,2025-12-24,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.42,kbbl/d,12.0,99.12,30.1,3.26,0,4.2,113.99
598,2025-12-25,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.39,kbbl/d,12.0,99.51,55.0,4.0,0,4.2,113.99
599,2025-12-26,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.42,kbbl/d,12.0,97.06,41.0,3.15,0,4.2,113.99
600,2025-12-27,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.29,kbbl/d,12.0,99.42,34.7,3.37,0,4.2,113.99
601,2025-12-28,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.95,kbbl/d,12.0,94.31,34.4,3.58,0,4.2,113.99
602,2025-12-29,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.22,kbbl/d,12.0,98.21,43.9,3.96,0,4.2,113.99
603,2025-12-30,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.08,kbbl/d,12.0,99.17,45.0,3.61,0,4.2,113.99
604,2025-12-31,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.55,kbbl/d,12.0,98.45,35.3,3.46,0,4.2,113.99
605,2026-01-01,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.01,kbbl/d,12.0,96.51,42.9,3.45,0,4.2,113.99
606,2026-01-02,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.13,kbbl/d,12.0,96.85,28.9,3.39,0,4.2,113.99
607,2026-01-03,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.23,kbbl/d,12.0,99.07,36.2,3.32,0,4.2,113.99
608,2026-01-04,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.88,kbbl/d,12.0,95.26,27.8,3.05,0,4.2,113.99
609,2026-01-05,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.54,kbbl/d,12.0,94.16,44.1,3.04,0,4.2,113.99
610,2026-01-06,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.47,kbbl/d,12.0,93.37,37.6,2.94,0,4.2,113.99
611,2026-01-07,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.43,kbbl/d,12.0,97.29,38.8,3.27,0,4.2,113.99
612,2026-01-08,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,10.86,kbbl/d,12.0,97.34,43.5,3.37,0,4.2,113.99
613,2026-01-09,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.58,kbbl/d,12.0,99.0,41.5,3.8,0,4.2,113.99
614,2026-01-10,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.67,kbbl/d,12.0,92.52,38.9,3.53,0,4.2,113.99
615,2026-01-11,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.41,kbbl/d,12.0,95.46,48.6,3.41,0,4.2,113.99
616,2026-01-12,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,12.0,kbbl/d,12.0,100.0,51.6,3.82,0,4.2,113.99
617,2026-01-13,UP-CYNB-1,Carigali Onshore Block,Upstream,Onshore Field,Malaysia,11.59,kbbl/d,12.0,94.77,31.8,3.66,0,4.2,113.99
